locus_tag	acronym	geneProduct	genePublication
MtrunA17Chr7g0261081	MtATG9a	Autophagy related gene	PMID:34824334
MtrunA17Chr7g0261231	MtPT12	phosphate transporter	PMID:27375649
MtrunA17Chr7g0261241	MtPT13	phosphate transporter	PMID:27375649
MtrunA17Chr7g0261281	MtMYB011	Myeloblastosis (MYB) transcription factor 11	PMID:31188936
MtrunA17Chr7g0261371	MtPUB54	Plant U-box protein 54	PMID:28771553
MtrunA17Chr7g0261401	MtJMJ29	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr7g0261661	MtNPF5.3	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261731	MtNPF5.8	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261751	MtNPF5.7	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261771	MtNPF5.6	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261791	MtNPF5.4	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261811	MtNPF5.10	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261831	MtNPF5.9	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261851	MtNPF5.5	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261881	MtNPF5.11	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0261971	MtABCG56	ATP-binding cassette (ABC) transporter type G 	PMID:33753904
MtrunA17Chr7g0261981	MtABCG57	ATP-binding cassette (ABC) transporter type G 	PMID:33753904
MtrunA17Chr7g0262001	MtSDG62	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr7g0262111	MtCYP721A11	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr7g0262231	MtABCG37	ATP-binding cassette (ABC) transporter type G 	PMID:33753904
MtrunA17Chr7g0262241	MtABCG39	ATP-binding cassette (ABC) transporter type G 	PMID:33753904
MtrunA17Chr7g0262591	MtYUC8	YUCCA 8	PMID:31543454
MtrunA17Chr7g0263361	MtMCA8 	type IIA calcium ATPase 8 (BK007879)	PMID:21825141
MtrunA17Chr7g0263531	MtTTG2 	TRANSPARENT TESTA GLABROUS 2 (XP_00362556.1)	PMID:26725247
MtrunA17Chr7g0263601	MtNF-YB2	nuclear factor Y subunit B2	PMID:22939172
MtrunA17Chr7g0264171	MtARF22	auxin response factor 22	PMID:25759704
MtrunA17Chr7g0264181	MtLOG1	cytokinin biosynthesis	PMID:24443934
MtrunA17Chr7g0264231	MtEIN2|MtSKL1	Ethylene-insensitive protein 2|SICKLE 1	PMID:18435823
MtrunA17Chr7g0264501	MtRTFL/DVL_13	Rotundifolia/Devil	PMID:29030416
MtrunA17Chr7g0264631	MtABAB34	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273
MtrunA17Chr7g0264641	MtMYB073	Myeloblastosis (MYB) transcription factor 73	PMID:31188936
MtrunA17Chr7g0264681	MtNCR422	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr7g0264691	MtNCR725	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr7g0264701	MtNCR271	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr7g0264961	MtTIP1b	tonoplast intrinsic protein 1a (aquaporin 1) (AJ251652)	PMID:25217511
MtrunA17Chr7g0265251	MtNCR460	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr7g0265281	MtNCR280	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr7g0265311	MtLAT52/POE_16	Late Anther Tomato52/Pollen Ole e 1 Allergen and Extensin	PMID:29030416
MtrunA17Chr7g0265561	MtGT-35	trihelix transcription factor (GT) 36	PMID:33238556
MtrunA17Chr7g0265601	MtLMI1b	Late Meristem Identity 1b	PMID:34618141
MtrunA17Chr7g0265611	MtCYP76A39	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr7g0265761	MtHDT3b	Histone deacetylase 3 (identified from Q-RT PCR primers)	PMID:33744928
MtrunA17Chr7g0265771	MtROSL1	REPRESSOR OF SILENCING-LIKE 1	PMID:27797357
MtrunA17Chr7g0265931	MtGRF6	growth-regulating factor 6 (plant-specific transcription factor)	PMID:23566016
MtrunA17Chr7g0266071	MtLYE1		Gough et al unpublished
MtrunA17Chr7g0266151		Purple acid phosphatase (early senescence marker gene in A17 nodules)	PMID:28607058
MtrunA17Chr7g0266201	MtTFL1	TERMINAL FLOWER1	PMID:29361570
MtrunA17Chr7g0266211	MtABI5	abscisic acid-insensitive 5	PMID:23929721
MtrunA17Chr7g0266301	MtHAG44	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr7g0267461	MtDGD1	Digalactosyldiacylglycerol synthase 1 (XM_01359759.2)	PMID:30986120
MtrunA17Chr7g0267481	MtBELL	BEL-Like homeodomain protein	PMID:33419376
MtrunA17Chr7g0267501	MtPUB55	Plant U-box protein 55	PMID:28771553
MtrunA17Chr7g0267581	MtNF-YA2	nuclear factor Y subunit A2	PMID:22939172
MtrunA17Chr7g0267751	MtCDPK11	calcium-dependent protein kinase11	PMID:30129677
MtrunA17Chr7g0267771	MtCDPK12	calcium-dependent protein kinase12	PMID:30129677
MtrunA17Chr7g0268031	MtJMJ30	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr7g0268161	LjTRICOT-like	AtAMP1 (ALTERED MERISTEM PROGRAM 1)-related	PMID:23250209
MtrunA17Chr7g0268491	MtRIP10	peroxidase	PMID:27375649
MtrunA17Chr7g0268501	MtPrx04	peroxidase	PMID:27375649
MtrunA17Chr7g0268711	Glutaredoxin-13	Glutaredoxin family protein	
MtrunA17Chr7g0268721	Glutaredoxin-12	Glutaredoxin family protein	
MtrunA17Chr7g0268731	Glutaredoxin-11	Glutaredoxin family protein	
MtrunA17Chr7g0269031	MtATG18c	Autophagy related gene	PMID:34824334
MtrunA17Chr7g0269131	MtRALF11	Rapid Alkalinization Factor	PMID:29030416
MtrunA17Chr7g0269461	MtKunitz21	Kunitz-P Trypsin Inhibitor	PMID:29030416
MtrunA17Chr7g0269581	MtSUCS2	sucrose synthase 2 (TC78918)	PMID:15778460
MtrunA17Chr7g0269631	MtETR2	ethylene receptor-like 2	PMID:31088345
MtrunA17Chr7g0270001	MtMEA.2|MtSDG63	MEDEA (Polycomb group PcG protein)|Histone methyltransferase SDG subfamily	PMID:34299158|PMID:35161303
MtrunA17Chr7g0270101	MtHAG45	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr7g0270281	MtGolS1	GALACTINOL SYNTHASE 1	PMID:34528312
MtrunA17Chr7g0270491	MtLb1|MtLb12	 leghemoglobin11	PMID:32003030|PMID:32442331
MtrunA17Chr7g0270541	MtSPL12	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr7g0270891	MtMYB062	Myeloblastosis (MYB) transcription factor 62	PMID:31188936
MtrunA17Chr7g0271221	MtNPF4.11	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr7g0271241	MtMYB063	Myeloblastosis (MYB) transcription factor 63	PMID:31188936
MtrunA17Chr7g0271271	MtLTI6A	Low temperature-induced protein 6A	PMID:34528312
MtrunA17Chr7g0271801	MtNAS3	nicotianamide synthase	DOI:10.3389/fpls.2019.01780
MtrunA17Chr7g0271991	MtTPR4	Topless related 4	PMID:24585835
MtrunA17Chr7g0272541	MtRALF12	Rapid Alkalinization Factor	PMID:29030416
MtrunA17Chr7g0272591	MtRbohG	RESPIRATORY BURST OXIDASE HOMOLOG G	PMID:25192698
MtrunA17Chr7g0272801	AXR4-like	AUXIN RESPONSE 4 	
MtrunA17Chr7g0272991	MtNF-YC2	nuclear factor Y subunit C2	PMID:22939172
MtrunA17Chr7g0273011	MtDNF1L	DOES NOT FIX NITROGEN 1-LIKE	PMID:20185723
MtrunA17Chr7g0273261	MtESL5_1|MtESL1.1 	Sugar transporter ERD6-like|early-responsive to dehydration six-like	PMID:32016431|PMID:31568488
MtrunA17Chr7g0273281	MtESL5_2|MtESL1.2 	Sugar transporter ERD6-like|early-responsive to dehydration six-like	PMID:32016431|PMID:31568488
MtrunA17Chr7g0273321	MtHPT8	Histidine PhosphoTransfer protein 8	PMID:31088345
MtrunA17Chr7g0273571	"MtCu,Zn-SOD1"	copper/ zinc superoxide dismutase 1	PMID:34626033|PMID:25192698
MtrunA17Chr7g0273591	AtHASTY-like	HST (nuclear export of microRNAs)	
MtrunA17Chr7g0273661	MtHAG46	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr7g0273941	MtGT-36	trihelix transcription factor (GT) 37	PMID:33238556
MtrunA17Chr7g0273961	MtN26	Mtnodulin 26	PMID:8634476
MtrunA17Chr7g0273981	MtN26-4	Nodulin26	PMID:29030416
MtrunA17Chr7g0274111	MtAMT2-4	ammonium transporter	PMID:27249190
MtrunA17Chr7g0274181	MtPR-4	pathogenesis related protein 4 (hevein-like)	
MtrunA17Chr7g0274321	MtIDA35	Inflorescence Deficient in Abscission	PMID:29030416
MtrunA17Chr7g0274341	MtGIF2	GRF-INTERACTING FACTOR2	PMID:27791139
MtrunA17Chr7g0274581	MtMYB012	Myeloblastosis (MYB) transcription factor 12	PMID:31188936
MtrunA17Chr7g0274831	MtETR6	ethylene receptor-like 6	PMID:31088345
MtrunA17Chr7g0275081	MtPUB56	Plant U-box protein 56	PMID:28771553
MtrunA17Chr7g0275121	MtKIN3	protein kinase 3 (SPARK domain receptor kinase)	PMID:35080285|PMID:27249190
MtrunA17Chr7g0275191	MtABIL 	ABI-like (actin and microtubule organization)	PMID:25527707
MtrunA17Chr7g0275361	MtUBC28|MtUBC9	ubiquitin-conjugating enzyme 28 (housekeeping gene)|ubiquitin-conjugating enzyme 9	PMID:27021190|PMID:25192698
MtrunA17Chr7g0275401	MtRRB30	type-B response regulator	PMID:31088345
MtrunA17Chr7g0275421	MtHAG47	Histone acetyltransferase of the GNAT family	PMID:35161303
MtrunA17Chr7g0275581	MtCNGCIb	cyclic nucleotide-gated channel	PMID:27230377
MtrunA17Chr7g0275611	MtSDG64	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr7g0275771	MtJMJ31	Histone demethylase JmjC domain-containing	PMID:35161303
MtrunA17Chr7g0275891	MtRRB23	type-B response regulator	PMID:31088345
MtrunA17Chr7g0275911	MtMYB040	Myeloblastosis (MYB) transcription factor 40	PMID:31188936
MtrunA17Chr7g0275961	MtPUB57	Plant U-box protein 57	PMID:28771553
MtrunA17Chr7g0276111	MtCRK5	CDPK-related kinase 5	PMID:30129677
MtrunA17Chr7g0276251	MtKCS1	3-ketoacyl-CoA synthase (suberin biosynthesis)	PMID:25922487
MtrunA17Chr7g0276361	MtPRR6	pseudo response regulator ( clock-RR) 6	PMID:31088345
MtrunA17Chr7g0276421	MtLHY	late elongated hypocotyl	PMID:33631796|PMID:33405366
MtrunA17Chr7g0276451	MtDCL1	Dicer-like 1	PMID:26825594
MtrunA17Chr7g0276521	MtRTFL/DVL_14	Rotundifolia/Devil	PMID:29030416
MtrunA17Chr7g0276551	MtAHA9	Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr7g0276651	MtCASTOR	Lotus japonicus CASTOR ion  channel-like	PMID:22706284
MtrunA17Chr8g0334671	MtSPL8	SQUAMOSA Promoter Binding Protein-Like	PMID:31277566
MtrunA17Chr8g0334831	MtF3'5'H-2	Flavonoid 3'-monooxygenase 	PMID:25922487
MtrunA17Chr8g0334881	MtMYB142	Myeloblastosis (MYB) transcription factor 142	PMID:31188936
MtrunA17Chr8g0334891	MtCYP51G1	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0335131	MtHAT3	HAT3.1 homeodomain protein	PMID:33299183
MtrunA17Chr8g0335291	MtAHA1	(MtHA1) Plasma membrane proton pump 	PMID:26188545
MtrunA17Chr8g0335311	MtEDN1 	ERF differentially regulated during nodulation 1	"Gamas et al., unpublished"
MtrunA17Chr8g0335321	MtEDN2	ERF differentially regulated during nodulation 2	"Gamas et al., unpublished"
MtrunA17Chr8g0335331	MtEDN3	ERF differentially regulated during nodulation 3	"Gamas et al., unpublished"
MtrunA17Chr8g0335531	MtPCY41|MtUC5	Plantacyanin/Chemocyanin 41|uclacyanin 5	PMID:29030416|PMID:30649463
MtrunA17Chr8g0335571	MtPCY44|MtUC6	Plantacyanin/Chemocyanin 44|uclacyanin 6	PMID:29030416|PMID:30649463
MtrunA17Chr8g0335971	MtCycU4-2	Cyclin U type	PMID:33228084
MtrunA17Chr8g0336361	MtCYP714C2|MtCYP714E23	Cytochrome P450 (GA13ox)|Cytochrome P450 monooxygenase	PMID:30976084|PMID:34576120
MtrunA17Chr8g0337061	MtPDF40	Plant Defensin	PMID:29030416
MtrunA17Chr8g0337631	MtATG10	Autophagy related gene	PMID:34824334
MtrunA17Chr8g0337711	MtPDF41	Plant Defensin	PMID:29030416
MtrunA17Chr8g0337721	MtPDF42	Plant Defensin	PMID:29030416
MtrunA17Chr8g0337731	MtPDF43	Plant Defensin	PMID:29030416
MtrunA17Chr8g0337741	MtDefNS2|MtPDF44	symbiotic defensin 2|Plant Defensin 44	PMID:26116977|PMID:29030416
MtrunA17Chr8g0337751	MtPDF45	Plant Defensin	PMID:29030416
MtrunA17Chr8g0337781	MtPDF46	Plant Defensin	PMID:29030416
MtrunA17Chr8g0338751	MtECL8	Egg Cell1-Like	PMID:29030416
MtrunA17Chr8g0338761	MtECL9	Egg Cell1-Like	PMID:29030416
MtrunA17Chr8g0338781	MtPUB58	Plant U-box protein 58	PMID:28771553
MtrunA17Chr8g0339191	MtBG37	"beta-1,3-Glucanase 37"	PMID:30416059
MtrunA17Chr8g0339221	MtMAPK22	MAP kinase 	PMID:24317362
MtrunA17Chr8g0339281	MtDXR	1-deoxy-d-xylulose 5-phosphate reductoisomerase	PMID:31748328
MtrunA17Chr8g0339311	MtCYP82L14	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0339331	MtCYP82J8	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0339481	MtDefNS3|MtPDF5	symbiotic defensin 3|Plant Defensin 5	PMID:26116977|PMID:29030416
MtrunA17Chr8g0339501	MtDefNS4|MtPDF7	symbiotic defensin 4|Plant Defensin 7	PMID:26116977|PMID:29030416
MtrunA17Chr8g0339511	MtPDF8	Plant Defensin 8	PMID:29030416
MtrunA17Chr8g0339531	MtDefNS5|MtPDF9	symbiotic defensin 5|Plant Defensin 9	PMID:26116977|PMID:29030416
MtrunA17Chr8g0339571	MtPDF10	Plant Defensin	PMID:29030416
MtrunA17Chr8g0339681	MtPDF58	Plant Defensin	PMID:29030416
MtrunA17Chr8g0339701	MtPDF12	Plant Defensin	PMID:29030416
MtrunA17Chr8g0339711	MtENODL29|MtDefMd1	ENOD-like 29|mycorrhiza-dependent defensin 1	PMID:30649463|PMID:29370287
MtrunA17Chr8g0339721	MtPDF18|MtDefMd2	Plant Defensin|mycorrhiza-dependent defensin 2	PMID:29030416|PMID:30649463|PMID:29370287
MtrunA17Chr8g0339731	MtPDF68	Plant Defensin	PMID:29030416
MtrunA17Chr8g0339741	MtPDF23|MtDefMd3	Plant Defensin|mycorrhiza-dependent defensin 3	PMID:29030416|PMID:29370287
MtrunA17Chr8g0339751	MtPDF24|MtDefMd4	Plant Defensin|mycorrhiza-dependent defensin 4	PMID:29030416|PMID:29370287
MtrunA17Chr8g0339821	MtPhyCys25	Phytocystatin	PMID:29030416
MtrunA17Chr8g0339861	MtKAO6|MtCYP88D2	Ent-kaurenoic acidoxidase (Beta-amyrin oxidase3)|Cytochrome P450 monooxygenase	PMID:30976084|PMID:34576120
MtrunA17Chr8g0340161	MtTIP1c	tonoplast intrinsic protein 1c (aquaporin)	PMID:25217511
MtrunA17Chr8g0340411	MtCNA2 	CORONA 1 (HD-ZIP III transcription factor)	PMID:18298674
MtrunA17Chr8g0340501	SHH1-like1	SAWADEE HOMEODOMAIN HOMOLOG 1 (SHH1)-like	
MtrunA17Chr8g0340821	MtVSP	vegetative storage protein (defense response-activated)	PMID:17249425
MtrunA17Chr8g0341441	MtEFL3	 EARLY FLOWERING 3	PMID:33631796
MtrunA17Chr8g0341471	MtIAR34	auxin conjugate hydrolase	DOI:10.1007/s00344-007-9027-2
MtrunA17Chr8g0341701	MtDMPP910	"2,3-diketo-5-methylthio-1-phosphopentane phosphatase"	PMID:31591150
MtrunA17Chr8g0341731	MtDMPP950	"2,3-diketo-5-methylthio-1-phosphopentane phosphatase"	PMID:31591150
MtrunA17Chr8g0341931	MtPLD11	phospholipase D11	PMID:35095980
MtrunA17Chr8g0341951	MtCYP90D27	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0342001	MtBGAL23	beta-galactosidase 23	PMID:34451684
MtrunA17Chr8g0342481	MtMYB145	Myeloblastosis (MYB) transcription factor 145	PMID:31188936
MtrunA17Chr8g0342511	MtMYB146	Myeloblastosis (MYB) transcription factor 146	PMID:31188936
MtrunA17Chr8g0342541	MtMYB148	Myeloblastosis (MYB) transcription factor 148	PMID:31188936
MtrunA17Chr8g0342581	MtEPFL18	Epidermal Patterning Factor-Like	PMID:29030416
MtrunA17Chr8g0343011	MtLOX4	lipoxygenase (TC100162)	PMID:17249425|PMID:31025899
MtrunA17Chr8g0343021	MtLOX3	lipoxygenase (TC100155)	PMID:17249425
MtrunA17Chr8g0343451	MtNF-YA8	nuclear factor Y subunit A8	PMID:22939172
MtrunA17Chr8g0343731		"early flowering protein,EFL4"	PMID:33631796
MtrunA17Chr8g0343831	MtPAR|MtMYB023	ANTHOCYANIDIN REGULATOR|Myeloblastosis (MYB) transcription factor 23	PMID:22307644|PMID:31188936
MtrunA17Chr8g0343841	MtATG12	Autophagy related gene	PMID:34824334
MtrunA17Chr8g0343881	MtGRF5	growth-regulating factor 5 (plant-specific transcription factor)	PMID:23566016
MtrunA17Chr8g0344101	MtNSP1	Nodulation Signaling Pathway 1	PMID:15961669
MtrunA17Chr8g0344151	MtCYP92A29	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0344181	MtCYP92A90	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0344191	MtCYP92A91	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0344201	MtLOX6	lipoxygenase (TC97760)	PMID:17249425
MtrunA17Chr8g0344651	MtABAB35|MtABCB12	ATP-Binding-Cassette (ABC) transporter typeB (P-glycoprotein (MDR/PGP/ABCB) efflux/conditional auxin transporter)	PMID:26228273|PMID:27249190
MtrunA17Chr8g0344681	MtGT-37	trihelix transcription factor (GT) 38	PMID:33238556
MtrunA17Chr8g0344771	MtLegin30	Leginsulin	PMID:29030416
MtrunA17Chr8g0344781	MtLegin30	Leginsulin	PMID:29030416
MtrunA17Chr8g0344791	MtLegin30	Leginsulin	PMID:29030416
MtrunA17Chr8g0344801	MtLegin31	Leginsulin	PMID:29030416
MtrunA17Chr8g0345161	MtDefNS6|MtPDF27	symbiotic defensin6|Plant Defensin 27	PMID:26116977|PMID:29030416
MtrunA17Chr8g0345811	MtATG1a	Autophagy related gene	PMID:34824334
MtrunA17Chr8g0345881	MtMTP1	Metal Tolerance Protein 1	DOI:10.3389/fpls.2018.00990
MtrunA17Chr8g0345901	MtPRR7	pseudo response regulator ( clock-RR) 7	PMID:31088345
MtrunA17Chr8g0346111	MtGIF3	GRF-INTERACTING FACTOR3	PMID:27791139
MtrunA17Chr8g0346251	MtHB1	HD-ZIP I transcription factor	PMID:21150260
MtrunA17Chr8g0346261	MtCYP78A29	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0346441	MtPUB59	Plant U-box protein 59	PMID:28771553
MtrunA17Chr8g0346561	MtMYB041	Myeloblastosis (MYB) transcription factor 41	PMID:31188936
MtrunA17Chr8g0347071	MtSDG65	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0347121	MtCNGCIa	cyclic nucleotide-gated channel	PMID:27230377
MtrunA17Chr8g0347251	MtWRKY46	WRKY family  transcription factor (TC86532)	PMID:16377745
MtrunA17Chr8g0347551	MtNRAMP6	Natural Resistance-Associated Macrophage Protein6	PMID:25818701
MtrunA17Chr8g0347691	MtRPuL5	ribosomal protein uL5	PMID:33002000
MtrunA17Chr8g0348481	MtMAPK4	MAP kinase 	PMID:24317362
MtrunA17Chr8g0348521	MtFRO1	Ferric Reduction Oxidase1	PMID:25818701
MtrunA17Chr8g0348751	MtCYP86A24	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0348921	MtRopGEF2	Rop guanine nucleotide exchange factor 2	PMID:34236765
MtrunA17Chr8g0349261	MtMYB048	Myeloblastosis (MYB) transcription factor 48	PMID:31188936
MtrunA17Chr8g0349271	MtREM1.2	remorin 1.2 	PMID:17984200
MtrunA17Chr8g0349451	MtCRP3710	Cystein-rich peptide	PMID:28724409
MtrunA17Chr8g0349484	MtECL10	Egg Cell1-Like	PMID:29030416
MtrunA17Chr8g0349631	MtNCR-new80	Nodule-specific Cysteine-Rich peptide	PMID:35471237
MtrunA17Chr8g0350151	MtNCR441	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0350701	MtAP2d	AP2 domain protein 2d	PMID:27249190
MtrunA17Chr8g0350761	MtRRB8	type-B response regulator	PMID:31088345
MtrunA17Chr8g0350941	MtTCP9	"TEOSINTE BRANCHED1 (TB1), CYCLOIDEA (CYC), PROLIFERATING CELL FACTORS 1&2 (PCF1  & 2) family"	PMID:29942322
MtrunA17Chr8g0350951	MtPLD6	phospholipase D6	PMID:35095980
MtrunA17Chr8g0351031	MtSOC1c	SUPPRESSOR OF CONSTANS OVEREXPRESSION 3	PMID:33631796
MtrunA17Chr8g0351041	MtSOC1b	SUPPRESSOR OF CONSTANS OVEREXPRESSION 2	PMID:33631796
MtrunA17Chr8g0351051		AGAMOUS-like	PMID:33631796
MtrunA17Chr8g0351071	SAP18-like	Histone deacetylase complex subunit SAP18-like	
MtrunA17Chr8g0351101	MtGA20ox6	Gibberellin 20 oxidase (gibberellin biosynthesis)	PMID:30976084
MtrunA17Chr8g0351231	MtSYT	synaptogamin	PMID:22683509
MtrunA17Chr8g0351311	MtCYP704G7v2	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351391	MtCYP704G6	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351401	MtCYP704G5	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351421	MtCYP704G3	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351441	MtCYP704G2	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351461	MtCYP704G16	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351681	MtCML44	Calmodulin-like 44	PMID:32992668
MtrunA17Chr8g0351701	MtLBD18	LOB Domain protein 18	PMID:31543454
MtrunA17Chr8g0351801	MtCYP712D5	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0351931	MtSURP	SURP and G-patch domain protein	PMID:31748328
MtrunA17Chr8g0352061	MtNCR299	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0352081	MtNCR279	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0352151	MtMATE68	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr8g0352171	MtMATE70	multidrug and toxic compound extrusion family	PMID:28052433
MtrunA17Chr8g0352251	MtNF-YA7	nuclear factor Y subunit A7	PMID:22939172
MtrunA17Chr8g0352361	DRD1-like2	DEFECTIVE IN RNA-DIRECTED DNA METHYLATION 1-like 2	
MtrunA17Chr8g0352441	MtCIF1	Casperian strip integrity factor	PMID:29030416
MtrunA17Chr8g0352611	MtAnn1	annexin	PMID:9612949
MtrunA17Chr8g0352621	MtAnn2	annexin	PMID:15497399
MtrunA17Chr8g0352871	MtRRA11|MtRR11	type-A response regulator	PMID:31088345|PMID:22034625
MtrunA17Chr8g0352921	MtNCR171	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0353021	MtNCR462	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0353031	MtNPF5.17	NRT1/ PTR FAMILY|nitrate transporter / peptide transporter	PMID:27375649
MtrunA17Chr8g0353071	MtNRPE1 	RNA PolV	
MtrunA17Chr8g0353101	MtNCR272	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0353111	MtSTY9	SHORT INTERNODES/STYLISH 9	PMID:32978812
MtrunA17Chr8g0353191	MtRDN2	ROOT DETERMINED NODULATION 2	PMID:28592666
MtrunA17Chr8g0353341	Mt4CL-1	4-coumarate--CoA ligase-like 	PMID:25922487
MtrunA17Chr8g0353641	MtNCR730	Nodule-specific Cysteine-Rich peptide	PMID:28438996|PMID:29030416
MtrunA17Chr8g0353981	MtAS2	assymetric leaves 2 	PMID:24585835
MtrunA17Chr8g0354001	MtHYP6	hypothetical protein 6	PMID:27249190
MtrunA17Chr8g0354141	MtPhyCys40	Phytocystatin	PMID:29030416
MtrunA17Chr8g0354511	MtCYP72A65v1	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0354531	MtCYP72A64	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0354571	MtCYP72A62v1	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0354821	MtSDG66	Histone methyltransferase SDG subfamily	PMID:35161303
MtrunA17Chr8g0354971	MtCLE51	CLAVATA3/EMBRYO-SURROUNDING REGION (CLE) family	PMID:29030416|PMID:28839170
MtrunA17Chr8g0355041	MtSUN AET02575.1 	Sad1/UNC-84 (SUN) protein (AET02575.1)	PMID:30530738
MtrunA17Chr8g0355131	MtDMI3	does not make infection 3	PMID:14963335
MtrunA17Chr8g0355261	MtCDFd23	CYCLING DOF FACTOR	PMID:31608091
MtrunA17Chr8g0355891	MtLCR42	Low-molecular weight Cys-rich	PMID:29030416
MtrunA17Chr8g0355961	MtCYP76F70	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0356001	MtCYP76F71	Cytochrome P450 monooxygenase	PMID:34576120
MtrunA17Chr8g0356121	MtGLV10|MtRGF11	Golven/ Root Growth Factor|Root Meristem Growth Factor (peptide)	PMID:29030416|PMID:31831172
MtrunA17Chr8g0356191	MtnsLTP127	non-specific Lipid Transfer Protein	PMID:29030416
MtrunA17Chr8g0356501	LjIPN2-like	Interacting Protein of NSP2 	PMID:24400899
MtrunA17Chr8g0357061	MtMTP10	Metal Tolerance Protein 10	DOI:10.3389/fpls.2018.00990
MtrunA17Chr8g0357261	MtDOCK7	Dedicator of cytokinesis 7 (guanine nucleotide exchange factor)	PMID:22683509
MtrunA17Chr8g0357271	MtDefNS7|MtPDF29	symbiotic defensin 7|Plant Defensin 29	PMID:26116977|PMID:29030416
MtrunA17Chr8g0357291	MtDefNS8|MtPDF28	symbiotic defensin 8|Plant Defensin 28	PMID:26116977
